Gender,Married,Dependents,Education,Self_Employed,Applicant_Income,Coapplicant_Income,Loan_Amount,Term,Credit_History,Area,Status
Male,Yes,3+,Graduate,No,875000,499600,13000000,360,1,Rural,Y
Male,Yes,0,Graduate,No,431000,0,13000000,360,,Semiurban,Y
Male,No,0,Graduate,No,306900,0,7100000,480,1,Urban,N
Male,Yes,2,Graduate,No,539100,0,13000000,360,1,Urban,Y
Male,Yes,0,Graduate,,333300,250000,12800000,360,1,Semiurban,Y
Male,No,0,Graduate,No,594100,423200,29600000,360,1,Semiurban,Y
Female,No,0,Graduate,No,600000,0,15600000,360,1,Urban,Y
Male,No,0,Graduate,Yes,716700,0,12800000,360,1,Urban,Y
Male,Yes,2,Graduate,No,456600,0,10000000,360,1,Urban,N
Male,No,1,Graduate,,366700,0,11300000,180,1,Urban,Y
Male,No,0,Not Graduate,No,234600,160000,13200000,360,1,Semiurban,Y
Male,Yes,0,Not Graduate,No,301000,313600,0,360,0,Urban,N
Male,Yes,0,Graduate,No,233300,241700,13600000,360,1,Urban,Y
Male,Yes,0,Graduate,No,548800,0,12500000,360,1,Rural,Y
Male,No,3+,Graduate,No,916700,0,18500000,360,1,Rural,Y
Male,Yes,3+,Graduate,No,950400,0,27500000,360,1,Rural,Y
Male,Yes,0,Graduate,No,258300,211500,12000000,360,,Urban,Y
Male,Yes,2,Not Graduate,No,199300,162500,11300000,180,1,Semiurban,Y
Male,Yes,2,Graduate,No,310000,140000,11300000,360,1,Urban,Y
Male,Yes,2,Graduate,No,327600,48400,13500000,360,,Semiurban,Y
Female,No,0,Graduate,No,318000,0,7100000,360,0,Urban,N
Male,Yes,0,Graduate,No,303300,145900,9500000,360,1,Urban,Y
Male,No,0,Not Graduate,No,390200,166600,10900000,360,1,Rural,Y
Female,No,0,Graduate,No,150000,180000,10300000,360,0,Semiurban,N
Male,Yes,2,Not Graduate,No,288900,0,4500000,180,0,Urban,N
Male,No,0,Not Graduate,No,275500,0,6500000,300,1,Rural,N
Male,No,0,Graduate,No,250000,2000000,10300000,360,1,Semiurban,Y
Female,No,0,Not Graduate,No,196300,0,5300000,360,1,Semiurban,Y
Female,No,0,Graduate,Yes,744100,0,19400000,360,1,Rural,N
Female,No,0,Graduate,No,454700,0,11500000,360,1,Semiurban,Y
Male,Yes,0,Not Graduate,No,216700,240000,11500000,360,1,Urban,Y
Female,No,0,Not Graduate,No,221300,0,6600000,360,1,Rural,Y
Male,Yes,1,Graduate,No,830000,0,15200000,300,0,Semiurban,N
Male,Yes,3+,Graduate,No,8100000,0,36000000,360,0,Rural,N
Female,No,1,Not Graduate,Yes,386700,0,6200000,360,1,Semiurban,N
Male,Yes,0,Graduate,,625600,0,16000000,360,,Urban,Y
Male,Yes,0,Not Graduate,No,609600,0,21800000,360,0,Rural,N
Male,Yes,0,Not Graduate,No,225300,203300,11000000,360,1,Rural,Y
Female,Yes,0,Not Graduate,No,214900,323700,17800000,360,0,Semiurban,N
Female,No,0,Graduate,No,299500,0,6000000,360,1,Urban,Y
Female,No,1,Graduate,No,260000,0,16000000,360,1,Urban,N
Male,Yes,2,Graduate,Yes,160000,2000000,23900000,360,1,Urban,N
Male,Yes,0,Graduate,No,102500,277300,11200000,360,1,Rural,Y
Male,Yes,0,Graduate,No,324600,141700,13800000,360,1,Semiurban,Y
Male,Yes,0,Graduate,No,582900,0,13800000,360,1,Rural,Y
Female,No,0,Not Graduate,No,272000,0,8000000,,0,Urban,N
Male,Yes,0,Graduate,No,182000,171900,10000000,360,1,Urban,Y
Male,Yes,1,Graduate,No,725000,166700,11000000,,0,Urban,N
Male,Yes,0,Graduate,No,1488000,0,9600000,360,1,Semiurban,Y
Male,Yes,0,Graduate,No,266600,430000,12100000,360,1,Rural,Y
Female,No,1,Not Graduate,No,460600,0,8100000,360,1,Rural,N
Male,Yes,2,Graduate,No,593500,0,13300000,360,1,Semiurban,Y
Male,Yes,0,Graduate,No,292000,1612.000084,8700000,360,1,Rural,Y
Male,No,0,Not Graduate,No,271700,0,6000000,180,1,Urban,Y
Female,No,1,Graduate,Yes,862400,0,15000000,360,1,Semiurban,Y
Male,No,0,Graduate,No,650000,0,10500000,360,0,Rural,N
Male,No,0,Graduate,,1287600,0,40500000,360,1,Semiurban,Y
Male,Yes,0,Graduate,No,242500,234000,14300000,360,1,Semiurban,Y
Male,No,0,Graduate,No,375000,0,10000000,360,1,Urban,Y
Female,,,Graduate,No,1004700,0,0,240,1,Semiurban,Y
Male,No,0,Graduate,No,192600,185100,5000000,360,1,Semiurban,Y
Male,Yes,0,Graduate,No,221300,112500,0,360,1,Urban,Y
Male,No,0,Graduate,Yes,1041600,0,18700000,360,0,Urban,N
Female,Yes,0,Not Graduate,Yes,714200,0,13800000,360,1,Rural,Y
Male,No,0,Graduate,No,366000,506400,18700000,360,1,Semiurban,Y
Male,Yes,0,Graduate,No,790100,183300,18000000,360,1,Rural,Y
Male,No,3+,Not Graduate,No,470700,199300,14800000,360,1,Semiurban,Y
Male,No,1,Graduate,No,3771900,0,15200000,360,1,Semiurban,Y
Male,Yes,0,Graduate,No,733300,833300,17500000,300,,Rural,Y
Male,Yes,1,Graduate,Yes,346600,121000,13000000,360,1,Rural,Y
Male,Yes,2,Not Graduate,No,465200,0,11000000,360,1,Rural,Y
Male,Yes,0,Graduate,,353900,137600,5500000,360,1,Rural,N
Male,Yes,2,Graduate,No,334000,171000,15000000,360,0,Rural,N
Male,No,1,Not Graduate,Yes,276900,154200,19000000,360,,Semiurban,N
Male,Yes,2,Not Graduate,No,230900,125500,12500000,360,0,Rural,N
Male,Yes,2,Not Graduate,No,195800,145600,6000000,300,,Urban,Y
Male,Yes,0,Graduate,No,394800,173300,14900000,360,0,Rural,N
Male,Yes,0,Graduate,No,248300,246600,9000000,180,0,Rural,Y
Male,No,0,Graduate,Yes,708500,0,8400000,360,1,Semiurban,Y
Male,Yes,2,Graduate,No,385900,0,9600000,360,1,Semiurban,Y
Male,Yes,0,Graduate,No,430100,0,11800000,360,1,Urban,Y
Male,Yes,0,Graduate,No,370800,256900,17300000,360,1,Urban,N
Male,No,2,Graduate,No,435400,0,13600000,360,1,Rural,Y
Male,Yes,0,Graduate,No,833400,0,16000000,360,1,Semiurban,N
,Yes,0,Graduate,Yes,208300,408300,16000000,360,,Semiurban,Y
Male,Yes,3+,Graduate,No,774000,0,12800000,180,1,Urban,Y
Male,Yes,0,Graduate,No,301500,218800,15300000,360,1,Rural,Y
Female,No,1,Not Graduate,,519100,0,13200000,360,1,Semiurban,Y
Male,No,0,Graduate,No,416600,0,9800000,360,0,Semiurban,N
Male,No,0,Graduate,No,600000,0,14000000,360,1,Rural,Y
Male,Yes,3+,Not Graduate,No,294700,166400,7000000,180,0,Urban,N
,Yes,0,Graduate,No,1669200,0,11000000,360,1,Semiurban,Y
Female,Yes,2,Not Graduate,,21000,291700,9800000,360,1,Semiurban,Y
Male,Yes,0,Graduate,No,433300,245100,11000000,360,1,Urban,N
Male,Yes,1,Graduate,Yes,345000,207900,16200000,360,1,Semiurban,Y
Male,Yes,1,Not Graduate,No,265300,150000,11300000,180,0,Rural,N
Male,Yes,3+,Graduate,No,469100,0,10000000,360,1,Semiurban,Y
Female,No,0,Graduate,Yes,250000,0,9300000,360,,Urban,Y
Male,No,2,Graduate,No,553200,464800,16200000,360,1,Rural,Y
Male,Yes,2,Graduate,Yes,1652500,101400,15000000,360,1,Rural,Y
Male,Yes,2,Graduate,No,670000,175000,23000000,300,1,Semiurban,Y
,Yes,2,Graduate,No,287300,187200,13200000,360,0,Semiurban,N
Male,Yes,1,Graduate,Yes,1666700,225000,8600000,360,1,Semiurban,Y
Male,Yes,2,Graduate,No,294700,160300,0,360,1,Urban,N
Female,No,0,Not Graduate,No,435000,0,15400000,360,1,Rural,Y
Male,Yes,3+,Not Graduate,No,309500,0,11300000,360,1,Rural,Y
Male,Yes,0,Graduate,No,208300,315000,12800000,360,1,Semiurban,Y
Male,Yes,0,Graduate,No,1083300,0,23400000,360,1,Semiurban,Y
Male,Yes,2,Graduate,No,833300,0,24600000,360,1,Semiurban,Y
Male,Yes,1,Not Graduate,No,195800,243600,13100000,360,1,Rural,Y
Male,No,2,Graduate,No,354700,0,8000000,360,0,Rural,N
Male,Yes,1,Graduate,No,1833300,0,50000000,360,1,Urban,N
Male,Yes,2,Graduate,Yes,458300,208300,16000000,360,1,Semiurban,Y
Male,No,0,Graduate,No,243500,0,7500000,360,1,Urban,N
Male,No,0,Not Graduate,No,269900,278500,9600000,360,,Semiurban,Y
Male,Yes,1,Not Graduate,No,533300,113100,18600000,360,,Urban,Y
Male,No,0,Not Graduate,No,369100,0,11000000,360,1,Rural,Y
Female,No,0,Not Graduate,Yes,1726300,0,22500000,360,1,Semiurban,Y
Male,Yes,0,Graduate,No,359700,215700,11900000,360,0,Rural,N
Female,Yes,1,Graduate,No,332600,91300,10500000,84,1,Semiurban,Y
Male,Yes,0,Not Graduate,No,260000,170000,10700000,360,1,Rural,Y
Male,Yes,0,Graduate,No,462500,285700,11100000,12,,Urban,Y
Male,Yes,1,Graduate,Yes,289500,0,9500000,360,1,Semiurban,Y
Male,No,0,Graduate,No,628300,441600,20900000,360,0,Rural,N
Female,No,0,Graduate,No,64500,368300,11300000,480,1,Rural,Y
Female,No,0,Graduate,No,315900,0,10000000,360,1,Semiurban,Y
Male,Yes,2,Graduate,No,486500,562400,20800000,360,1,Semiurban,Y
Male,Yes,1,Not Graduate,No,405000,530200,13800000,360,,Rural,N
Male,Yes,0,Not Graduate,No,381400,148300,12400000,300,1,Semiurban,Y
Male,Yes,2,Graduate,No,351000,441600,24300000,360,1,Rural,Y
Male,Yes,0,Graduate,No,2083300,666700,48000000,360,,Urban,Y
,No,0,Graduate,No,358300,0,9600000,360,1,Urban,N
Male,Yes,0,Graduate,Yes,247900,301300,18800000,360,1,Urban,Y
Female,No,1,Graduate,No,1326200,0,4000000,360,1,Urban,Y
Male,No,0,Not Graduate,No,359800,128700,10000000,360,1,Rural,N
Male,Yes,1,Graduate,No,606500,200400,25000000,360,1,Semiurban,Y
Male,Yes,2,Graduate,No,328300,203500,14800000,360,1,Urban,Y
Male,Yes,0,Graduate,No,213000,666600,7000000,180,1,Semiurban,N
Male,No,0,Graduate,No,581500,366600,31100000,360,1,Rural,N
Male,Yes,3+,Graduate,No,346600,342800,15000000,360,1,Rural,Y
Female,Yes,2,Graduate,No,203100,163200,11300000,480,1,Semiurban,Y
Male,Yes,,Not Graduate,No,307400,180000,12300000,360,0,Semiurban,N
Male,No,0,Graduate,No,468300,191500,18500000,360,1,Semiurban,N
Female,No,0,Not Graduate,No,340000,0,9500000,360,1,Rural,N
Male,Yes,2,Not Graduate,No,219200,174200,4500000,360,1,Semiurban,Y
Male,No,0,Graduate,No,250000,0,5500000,360,1,Semiurban,Y
Male,Yes,3+,Graduate,Yes,567700,142400,10000000,360,1,Rural,Y
Male,Yes,2,Graduate,Yes,794800,716600,48000000,360,1,Rural,Y
Male,No,0,Graduate,No,468000,208700,0,360,1,Semiurban,N
Male,Yes,2,Graduate,Yes,1750000,0,40000000,360,1,Rural,Y
Male,Yes,0,Graduate,No,377500,0,11000000,360,1,Semiurban,Y
Male,Yes,1,Not Graduate,No,528500,143000,16100000,360,0,Semiurban,Y
Male,No,1,Not Graduate,No,267900,130200,9400000,360,1,Semiurban,Y
Male,No,0,Not Graduate,No,678300,0,13000000,360,1,Semiurban,Y
Male,Yes,0,Graduate,No,102500,550000,21600000,360,,Rural,Y
Male,Yes,3+,Graduate,No,428100,0,10000000,360,1,Urban,Y
Male,No,2,Graduate,No,358800,0,11000000,360,0,Rural,N
Male,No,1,Graduate,No,1125000,0,19600000,360,,Semiurban,N
Female,No,0,Not Graduate,Yes,1816500,0,12500000,360,1,Urban,Y
Male,No,0,Not Graduate,,255000,204200,12600000,360,1,Rural,Y
Male,Yes,0,Graduate,No,613300,390600,32400000,360,1,Urban,Y
Male,No,2,Graduate,No,361700,0,10700000,360,1,Semiurban,Y
Male,Yes,0,Not Graduate,No,291700,53600,6600000,360,1,Rural,N
Male,Yes,3+,Graduate,No,641700,0,15700000,180,1,Rural,Y
Female,Yes,1,Graduate,No,460800,284500,14000000,180,1,Semiurban,Y
Female,No,0,Graduate,No,213800,0,9900000,360,0,Semiurban,N
Female,No,1,Graduate,,365200,0,9500000,360,1,Semiurban,Y
Male,Yes,1,Not Graduate,No,223900,252400,12800000,360,1,Urban,Y
Female,Yes,0,Not Graduate,No,301700,66300,10200000,360,,Semiurban,Y
Male,Yes,0,Graduate,No,276800,195000,15500000,360,1,Rural,Y
Male,No,0,Not Graduate,No,335800,0,8000000,36,1,Semiurban,N
Male,No,0,Graduate,No,252600,178300,14500000,360,1,Rural,Y
Female,No,0,Graduate,No,500000,0,10300000,360,0,Semiurban,N
Male,Yes,0,Graduate,No,278500,201600,11000000,360,1,Rural,Y
Male,Yes,2,Graduate,Yes,663300,0,0,360,0,Rural,N
Male,Yes,1,Not Graduate,No,249200,237500,0,360,1,Rural,Y
Male,Yes,1,Graduate,No,333300,325000,15800000,360,1,Urban,Y
Male,Yes,0,Not Graduate,No,245400,233300,18100000,360,0,Urban,N
Male,Yes,0,Graduate,No,359300,426600,13200000,180,0,Rural,N
Male,Yes,1,Graduate,No,546800,103200,2600000,360,1,Semiurban,Y
Female,No,0,Graduate,No,266700,162500,8400000,360,,Urban,Y
Male,Yes,3+,Graduate,Yes,1013900,0,26000000,360,1,Semiurban,Y
Male,Yes,0,Graduate,No,388700,266900,16200000,360,1,Semiurban,Y
Female,Yes,0,Graduate,No,418000,230600,18200000,360,1,Semiurban,Y
Male,Yes,2,Not Graduate,No,367500,24200,10800000,360,1,Semiurban,Y
Female,Yes,1,Graduate,Yes,1948400,0,60000000,360,1,Semiurban,Y
Male,Yes,0,Graduate,No,592300,205400,21100000,360,1,Rural,Y
Male,No,0,Not Graduate,Yes,580000,0,13200000,360,1,Semiurban,Y
Male,Yes,2,Graduate,No,879900,0,25800000,360,0,Urban,N
Male,Yes,0,Not Graduate,No,446700,0,12000000,360,,Rural,Y
Male,No,0,Graduate,No,333300,0,7000000,360,1,Urban,Y
Male,Yes,3+,Graduate,No,340000,250000,12300000,360,0,Rural,N
Female,No,0,Graduate,No,237800,0,900000,360,1,Urban,N
Male,Yes,0,Graduate,No,316600,206400,10400000,360,0,Urban,N
Male,Yes,1,Graduate,No,341700,175000,18600000,360,1,Urban,Y
Male,Yes,,Graduate,No,511600,145100,16500000,360,0,Urban,N
Male,Yes,2,Graduate,No,1666600,0,27500000,360,1,Urban,Y
Male,Yes,2,Not Graduate,No,612500,162500,18700000,480,1,Semiurban,N
Male,Yes,3+,Graduate,No,640600,0,15000000,360,1,Semiurban,N
Male,Yes,2,Graduate,No,315900,46100,10800000,84,1,Urban,Y
,Yes,0,Graduate,No,308700,221000,13600000,360,0,Semiurban,N
Male,No,0,Graduate,No,322900,273900,11000000,360,1,Urban,Y
Male,Yes,1,Graduate,No,178200,223200,10700000,360,1,Rural,Y
Male,No,0,Graduate,,318200,291700,16100000,360,1,Urban,Y
Male,Yes,2,Graduate,No,654000,0,20500000,360,1,Semiurban,Y
Male,No,0,Graduate,No,183600,3383700,9000000,360,1,Urban,N
Female,Yes,0,Graduate,No,316600,0,3600000,360,1,Semiurban,Y
Male,Yes,1,Graduate,No,188000,0,6100000,360,,Rural,N
Male,Yes,1,Graduate,No,278700,191700,14600000,360,0,Rural,N
Male,Yes,1,Graduate,No,428300,300000,17200000,84,1,Rural,N
Male,Yes,0,Graduate,No,229700,152200,10400000,360,1,Urban,Y
Female,No,0,Not Graduate,No,216500,0,7000000,360,1,Semiurban,Y
,No,0,Graduate,No,475000,0,9400000,360,1,Semiurban,Y
Male,Yes,2,Graduate,Yes,272600,0,10600000,360,0,Semiurban,N
Male,Yes,0,Graduate,No,300000,341600,5600000,180,1,Semiurban,Y
Male,Yes,2,Graduate,Yes,600000,0,20500000,240,1,Semiurban,N
,No,3+,Graduate,Yes,935700,0,29200000,360,1,Semiurban,Y
Male,Yes,0,Graduate,No,385900,330000,14200000,180,1,Rural,Y
Male,Yes,0,Graduate,Yes,1612000,0,26000000,360,1,Urban,Y
Male,No,0,Not Graduate,No,383300,0,11000000,360,1,Rural,Y
Male,Yes,2,Not Graduate,Yes,638300,100000,18700000,360,1,Rural,N
Male,No,,Graduate,No,298700,0,8800000,360,0,Semiurban,N
Male,Yes,0,Graduate,Yes,996300,0,18000000,360,1,Rural,Y
Male,Yes,2,Graduate,No,578000,0,19200000,360,1,Urban,Y
Female,No,3+,Graduate,,41600,4166700,35000000,180,,Urban,N
Male,Yes,0,Not Graduate,,289400,279200,15500000,360,1,Rural,Y
Male,Yes,3+,Graduate,No,570300,0,12800000,360,1,Urban,Y
Male,No,0,Graduate,No,367600,430100,17200000,360,1,Rural,Y
Female,Yes,1,Graduate,No,1200000,0,49600000,360,1,Semiurban,Y
Male,Yes,0,Not Graduate,No,240000,380000,0,180,1,Urban,N
Male,Yes,1,Graduate,No,340000,250000,17300000,360,1,Semiurban,Y
Male,Yes,2,Not Graduate,No,398700,141100,15700000,360,1,Rural,Y
Male,Yes,0,Graduate,No,323200,195000,10800000,360,1,Rural,Y
Female,No,0,Graduate,No,290000,0,7100000,360,1,Rural,Y
Male,Yes,3+,Graduate,No,410600,0,4000000,180,1,Rural,Y
Male,Yes,1,Graduate,No,807200,24000,25300000,360,1,Urban,Y
Male,Yes,2,Graduate,No,758300,0,18700000,360,1,Urban,Y
Female,No,0,Graduate,Yes,458300,0,13300000,360,0,Semiurban,N
